"Find a Job",,,,,yes,"update name; REMOVE LP",https://www.workbc.ca/search-and-prepare-job,REMOVE,"Search and Prepare for a Job"
,"For Teachers and Counsellors",,,,yes,"move IA to L2; update URL; update vanity URLs","https://www.workbc.ca/plan-career/resources/teachers-and-career-counsellors,https://www.workbc.ca/Resources-for/Teachers-Career-Counsellors.aspx,https://www.workbc.ca/careercounsellors,https://www.workbc.ca/teachers","https://www.workbc.ca/plan-career/teachers-and-career-counsellors,https://www.workbc.ca/careercounsellors,https://www.workbc.ca/teachers","Teachers and Career Counsellors"
,,,,,,,,,
"Get Support Finding Work",,,,,yes,"update L1 label/name; Remove LP
Replace page URL with WorkBC Centre Services ",ADD,REMOVE,"Looking for help finding a job?"
,"WorkBC Centre Services",,,,,"Replace page URL with WorkBC Centre Services; Remove Employment Services page",https://www.workbc.ca/discover-employment-services,"https://www.workbc.ca/get-support/workbc-centre-services,https://www.workbc.ca/WorkBCCentres,https://www.workbc.ca/WorkBC-Centres",
,,"Vous avez besoin d'aide pour trouver un emploi ?",,,,"update URL",https://www.workbc.ca/vous-avez-besoin-daide-pour-trouver-un-emploi,https://www.workbc.ca/get-support/workbc-centre-services/vous-avez-besoin-daide-pour-trouver-un-emploi,
,,"WorkBC Centre Locations (Map)",,,,"embedded map",https://www.workbc.ca/discover-employment-services/workbc-centre-locations,REMOVE,
,,"WorkBC Centre Listings",,,,"embedded list",https://www.workbc.ca/discover-employment-services/workbc-centres/workbc-centre-locations/workbc-centre-listings,REMOVE,
,,"Who Should Visit a WorkBC Centre",,,,"update URL ",https://www.workbc.ca/discover-employment-services/employment-services/who-should-visit-workbc-centre,https://www.workbc.ca/get-support/workbc-centre-services/who-should-visit-workbc-centre,
,,"Future of WorkBC Employment Services",,,,"move IA, update URL",https://www.workbc.ca/discover-employment-services/future-workbc-employment-services,https://www.workbc.ca/get-support/workbc-centre-services/future-workbc-employment-services,
,"WorkBC Centres",,,,,"REMOVE current L2 WorkBC Centres landing page and URL",https://www.workbc.ca/discover-employment-services/workbc-centres,REMOVE,
,"Online Employment Services",,,,yes,"move IA to L2, update URL (direct link to portal)",https://www.workbc.ca/discover-employment-services/online-employment-services,https://apply.workbc.ca/,
,"Employment Readiness Services",,,,yes,"move IA to L2; update URL",https://www.workbc.ca/discover-employment-services/employment-services/employment-readiness-services,https://www.workbc.ca/get-support/employment-readiness-services,
,,"Community-based Employment Services",,,,"update URL",https://www.workbc.ca/discover-employment-services/employment-services/employment-readiness-services/cbes,https://www.workbc.ca/get-support/employment-readiness-services/cbes,
,,"Employment Services for Youth",,,,"update URL",https://www.workbc.ca/discover-employment-services/employment-services/employment-readiness-services/youth-employment,https://www.workbc.ca/get-support/employment-readiness-services/youth-employment,
,,"Skills Training for Employment Readiness",,,,"update URL",https://www.workbc.ca/discover-employment-services/employment-services/employment-readiness-services/skills-training,https://www.workbc.ca/get-support/employment-readiness-services/skills-training,
,"Assistive Technology for Disabilities",,,,yes,"update name &URL",https://www.workbc.ca/discover-employment-services/assistive-technology-services,https://www.workbc.ca/get-support/assistive-technology-pwd,"Assistive Technology Services"
,"Indigenous Skills and Employment Training",,,,yes,"update URL only",https://www.workbc.ca/discover-employment-services/indigenous-skills-and-employment-training,https://www.workbc.ca/get-support/indigenous-skills-and-employment-training,
,,"Indigenous Skills and Employment Training Program Listings",,,,"update URL only",https://www.workbc.ca/discover-employment-services/Indigenous-Skills-and-Employment-Training-Program-Listings,https://www.workbc.ca/get-support/Indigenous-Skills-and-Employment-Training-Program-Listings,
,"Job Application Tips",,,,yes,"move IA, update URL; update vanity URL","https://www.workbc.ca/search-and-prepare-job/job-application-tips,https://www.workbc.ca/jobsearch","https://www.workbc.ca/get-support/job-application-tips,https://www.workbc.ca/jobsearch",
,,"Resume and Cover Letter",,,,"move IA, update URL",https://www.workbc.ca/search-and-prepare-job/job-application-tips/resume-and-cover-letter,https://www.workbc.ca/get-support/job-application-tips/resume-and-cover-letter,
,,Interviews,,,,"move IA, update URL",https://www.workbc.ca/search-and-prepare-job/job-application-tips/interviews,https://www.workbc.ca/get-support/job-application-tips/interviews,
,,Networking,,,,"move IA, update URL",https://www.workbc.ca/search-and-prepare-job/job-application-tips/networking,https://www.workbc.ca/get-support/job-application-tips/networking,
,,"Social Media",,,,"move IA, update URL",https://www.workbc.ca/search-and-prepare-job/job-application-tips/social-media,https://www.workbc.ca/get-support/job-application-tips/social-media,
,,"Know Your Rights as a Job Applicant",,,,"move IA, update URL",https://www.workbc.ca/search-and-prepare-job/job-application-tips/job-applicants-and-workers-rights,https://www.workbc.ca/get-support/job-application-tips/job-applicants-and-workers-rights,
,,,,,,,,,
"Develop Your Skills",,,,,yes,"update name & URL; REMOVE LP",https://www.workbc.ca/explore-training-and-education,REMOVE,"Explore Training and Education"
,"Job Skills Training",,,,yes,"update name & URL",https://www.workbc.ca/explore-training-and-education/skills-training-and-supports,https://www.workbc.ca/develop-skills/job-skills-training,"Skills Training and Supports"
,,"Skills Training for Employment Program",,,,"update URL only",https://www.workbc.ca/explore-training-and-education/skills-training-and-supports/skills-training-employment-program,https://www.workbc.ca/develop-skills/job-skills-training/skills-training-employment-program,
,,,"Skills Training for Employment Participants",,,"update URL only",https://www.workbc.ca/success-story/skills-training-employment-participants,https://www.workbc.ca/success-story/skills-training-employment-participants,
,,,,Cariboo,,"update URL only",https://www.workbc.ca/explore-training-and-education/skills-training-and-supports/skills-training-employment-program-10,https://www.workbc.ca/develop-skills/job-skills-training/skills-training-employment-program-11,
,,,,Kootenay,,"update URL only",https://www.workbc.ca/explore-training-and-education/skills-training-and-supports/skills-training-employment-program-8,https://www.workbc.ca/develop-skills/job-skills-training/skills-training-employment-program-9,
,,,,Mainland/Southwest,,"update URL only",https://www.workbc.ca/explore-training-and-education/skills-training-and-supports/skills-training-employment-program-6,https://www.workbc.ca/develop-skills/job-skills-training/skills-training-employment-program-7,
,,,,"North Coast and Nechako",,"update URL only",https://www.workbc.ca/explore-training-and-education/skills-training-and-supports/skills-training-employment-program-3,https://www.workbc.ca/develop-skills/job-skills-training/skills-training-employment-program-4,
,,,,Northeast,,"update URL only",https://www.workbc.ca/explore-training-and-education/skills-training-and-supports/skills-training-employment-program-4,https://www.workbc.ca/develop-skills/job-skills-training/skills-training-employment-program-5,
,,,,Thompson-Okanagan,,"update URL only",https://www.workbc.ca/explore-training-and-education/skills-training-and-supports/skills-training-employment-program-7,https://www.workbc.ca/develop-skills/job-skills-training/skills-training-employment-program-8,
,,,,"Vancouver Island/Coast",,"update URL only",https://www.workbc.ca/explore-training-and-education/skills-training-and-supports/skills-training-employment-program-5,https://www.workbc.ca/develop-skills/job-skills-training/skills-training-employment-program-6,
,,"BladeRunners Program for At-Risk Young Adults",,,,"update URL only",https://www.workbc.ca/explore-training-and-education/skills-training-and-supports/bladerunners-program,https://www.workbc.ca/develop-skills/job-skills-training/bladerunners-program,
,,,Cariboo,,,"update URL only",https://www.workbc.ca/explore-training-and-education/skills-training-and-supports/bladerunners-program/cariboo,https://www.workbc.ca/develop-skills/job-skills-training/bladerunners-program/cariboo,
,,,Kootenay,,,"update URL only",https://www.workbc.ca/explore-training-and-education/skills-training-and-supports/bladerunners-program/kootenay,https://www.workbc.ca/develop-skills/job-skills-training/bladerunners-program/kootenay,
,,,Mainland/Southwest,,,"update URL only",https://www.workbc.ca/explore-training-and-education/skills-training-and-supports/bladerunners-program/mainlandsouthwest,https://www.workbc.ca/develop-skills/job-skills-training/bladerunners-program/mainlandsouthwest,
,,,"North Coast and Nechako",,,"update URL only",https://www.workbc.ca/explore-training-and-education/skills-training-and-supports/bladerunners-program/north-coast-and,https://www.workbc.ca/develop-skills/job-skills-training/bladerunners-program/north-coast-and,
,,,Northeast,,,"update URL only",https://www.workbc.ca/explore-training-and-education/skills-training-and-supports/bladerunners-program/northeast,https://www.workbc.ca/develop-skills/job-skills-training/bladerunners-program/northeast,
,,,Thompson-Okanagan,,,"update URL only",https://www.workbc.ca/explore-training-and-education/skills-training-and-supports/bladerunners-program/thompson-okanagan,https://www.workbc.ca/develop-skills/job-skills-training/bladerunners-program/thompson-okanagan,
,,,"Vancouver Island/Coast",,,"update URL only",https://www.workbc.ca/explore-training-and-education/skills-training-and-supports/bladerunners-program/vancouver,https://www.workbc.ca/develop-skills/job-skills-training/bladerunners-program/vancouver,
,"Trades Training and Apprenticeship",,,,yes,"update name & URL; update vanity URL","https://www.workbc.ca/explore-training-and-education/trades-training,https://www.workbc.ca/trades","https://www.workbc.ca/develop-skills/trades-training-apprenticeship,https://www.workbc.ca/trades","Trades Training"
,,"Trades Training Programs",,,,"no updates",add,https://skilledtradesbc.ca/find-your-trade,
,,"Entry Level Foundation Programs",,,,"no updates",add,https://skilledtradesbc.ca/foundation-programs,
,,"About Apprenticeship",,,,"update URL; update vanity URL","https://www.workbc.ca/explore-training-and-education/trades-training/about-apprenticeship,https://www.workbc.ca/apprentice","https://www.workbc.ca/develop-skills/trades-training-apprenticeship/about-apprenticeship,https://www.workbc.ca/apprentice",
,,"Pre-Apprenticeship Programs",,,,"update URL only",https://www.workbc.ca/explore-training-and-education/trades-training/pre-apprenticeship-programs,https://www.workbc.ca/develop-skills/trades-training-apprenticeship/pre-apprenticeship-programs,
,,,"Indigenous Peoples in Trades Training",,,"update URL only",https://www.workbc.ca/explore-training-and-education/trades-training/pre-apprenticeship-programs/indigenous-peoples,https://www.workbc.ca/develop-skills/trades-training-apprenticeship/pre-apprenticeship-programs/indigenous-peoples,
,,,"Equity Seeking Groups in Trades Training",,,"update URL only",https://www.workbc.ca/explore-training-and-education/trades-training/pre-apprenticeship-programs/equity-trades-training,https://www.workbc.ca/develop-skills/trades-training-apprenticeship/pre-apprenticeship-programs/equity-trades-training,
,,"Apprentice Services",,,,"move IA, update URL",https://www.workbc.ca/discover-employment-services/apprentice-services,https://www.workbc.ca/develop-skills/trades-training-apprenticeship/apprentice-services,
,,,"Access Online WorkBC Apprentice Services",,,"REMOVE page, content moved",https://www.workbc.ca/discover-employment-services/apprentice-services/access-online-workbc-apprentice-services,REMOVE,
,,,"Assess Your Eligibility",,,"REMOVE page, content moved",https://www.workbc.ca/discover-employment-services/apprentice-services/assess-your-eligibility,REMOVE,
,,,"How To Apply",,,"REMOVE page, content moved",https://www.workbc.ca/discover-employment-services/apprentice-services/how-apply,REMOVE,
,,,"Training Supports",,,"REMOVE page, content moved",https://www.workbc.ca/discover-employment-services/apprentice-services/training-supports,REMOVE,
,"Post-Secondary Education",,,,yes,"update URL only",https://www.workbc.ca/explore-training-and-education/post-secondary-education,https://www.workbc.ca/develop-skills/post-secondary-education,
,"Co-operative Education",,,,,"REMOVE page",https://www.workbc.ca/explore-training-and-education/co-operative-education,REMOVE,
,"Find Your Path",,,,,"REMOVE page",https://www.workbc.ca/explore-training-and-education/find-your-path,REMOVE,
,"Skills and Competencies List",,,,yes,"move IA; update name and URL; update vanity URL","https://www.workbc.ca/plan-career/skills-future-workforce,https://www.workbc.ca/futureworkforce ","https://www.workbc.ca/develop-skills/skills-competencies-list,https://www.workbc.ca/futureworkforce ","Skills for the Future Workforce"
,,Skills,,,,"move IA, update URL",https://www.workbc.ca/plan-career/skills-future-workforce/skills,https://www.workbc.ca/develop-skills/skills-competencies-list/skills,
,,Competencies,,,,"move IA, update URL",https://www.workbc.ca/plan-career/skills-future-workforce/competencies,https://www.workbc.ca/develop-skills/skills-competencies-list/competencies,
,,Characteristics,,,,"move IA, update URL",https://www.workbc.ca/plan-career/skills-future-workforce/characteristics,https://www.workbc.ca/develop-skills/skills-competencies-list/characteristics,
,"Funding and Grants for Learners",,,,yes,"REPLACE existing page/URL; update name; move IA, update URL",https://www.workbc.ca/find-loans-and-grants/students-and-adult-learners,https://www.workbc.ca/develop-skills/funding-grants-learners,"Students and Adult Learners"
,,"Scholarships, Bursaries and Loans ",,,,"move IA, update URL",https://www.workbc.ca/find-loans-and-grants/students-and-adult-learners/scholarships-bursaries-and-loans,https://www.workbc.ca/develop-skills/funding-grants-learners/scholarships-bursaries-and-loans,
,,"Student Budgeting",,,,"move IA, update URL",https://www.workbc.ca/find-loans-and-grants/students-and-adult-learners/student-budgeting,https://www.workbc.ca/develop-skills/funding-grants-learners/student-budgeting,
,,"Indigenous Skills and Employment Training funding",,,,"move IA, update URL",https://www.workbc.ca/find-loans-and-grants/students-and-adult-learners/indigenous-skills-and-employment-training-funding,https://www.workbc.ca/develop-skills/funding-grants-learners/indigenous-skills-and-employment-training-funding,
,,"Services for Apprentices and Employers",,,,"move IA, update URL; update vanity URL",https://www.workbc.ca/find-loans-and-grants/students-and-adult-learners/services-apprentices-and-employers,"https://www.workbc.ca/develop-skills/funding-grants-learners/services-apprentices-and-employers,https://www.workbc.ca/apprenticefunding",
,,"StrongerBC future skills grant",,,,"move IA, update URL; update vanity URL",https://www.workbc.ca/find-loans-and-grants/students-and-adult-learners/strongerbc-future-skills-grant,"https://www.workbc.ca/develop-skills/funding-grants-learners/strongerbc-future-skills-grant,https://www.workbc.ca/futureskillsgrant",
,,,Guidelines,,,"move IA, update URL",https://www.workbc.ca/find-loans-and-grants/students-and-adult-learners/strongerbc-future-skills-grant/guidelines,https://www.workbc.ca/develop-skills/funding-grants-learners/strongerbc-future-skills-grant/guidelines,
,,,,"Step 2: Assess your eligibility",,"move IA only",https://www.workbc.ca/find-loans-and-grants/students-and-adult-learners/strongerbc-future-skills-grant/eligibility-criteria,https://www.workbc.ca/develop-skills/funding-grants-learners/strongerbc-future-skills-grant/eligibility-criteria,
,,,,,,,,,
"B.C.'s Labour Market Trends",,,,,yes,"update name & URL; LP REMOVEd","https://www.workbc.ca/research-labour-market,https://www.workbc.ca/Labour-Market-Information.aspx,https://www.workbc.ca/economy",REMOVE,"Research the Labour Market"
,"B.C.'s Economy",,,,yes,"update URL; update vanity URL",https://www.workbc.ca/research-labour-market/bcs-economy,"https://www.workbc.ca/labour-market/bcs-economy,https://www.workbc.ca/economy",
,,"Labour Market Monthly Update",,,,"update URL; update vanity URL",https://www.workbc.ca/research-labour-market/bcs-economy/labour-market-monthly-update,"https://www.workbc.ca/labour-market/bcs-economy/labour-market-monthly-update,https://www.workbc.ca/Labour-Market-Information",
,,"Guide to Using Labour Market Information",,,,"update URL only",https://www.workbc.ca/research-labour-market/bcs-economy/guide-using-labour-market-information,https://www.workbc.ca/labour-market/bcs-economy/guide-using-labour-market-information,
,,"Blue Economy",,,,"update URL only",https://www.workbc.ca/research-labour-market/bcs-economy/blue-economy,https://www.workbc.ca/labour-market/bcs-economy/blue-economy,
,,"Care Economy",,,,"update URL only",https://www.workbc.ca/research-labour-market/bcs-economy/care-economy,https://www.workbc.ca/labour-market/bcs-economy/care-economy,
,,"Green Economy",,,,"update URL only",https://www.workbc.ca/research-labour-market/bcs-economy/green-economy,https://www.workbc.ca/labour-market/bcs-economy/green-economy,
,,"STEM Economy",,,,"update URL only",https://www.workbc.ca/research-labour-market/bcs-economy/stem-economy,https://www.workbc.ca/labour-market/bcs-economy/stem-economy,
,,"Workforce Development Agreement and Annual Reports",,,,"update URL only",https://www.workbc.ca/research-labour-market/bcs-economy/workforce-development-agreement-and-annual-reports,https://www.workbc.ca/labour-market/bcs-economy/workforce-development-agreement-and-annual-reports,
,"B.C.'s Labour Market Outlook",,,,yes,"update URL; update vanity URL","https://www.workbc.ca/research-labour-market/bc-labour-market-outlook,https://www.workbc.ca/labourmarketoutlook","https://www.workbc.ca/labour-market/bc-labour-market-outlook,https://www.workbc.ca/labourmarketoutlook",
,"High Opportunity Occupations",,,,yes,"update URL only",https://www.workbc.ca/research-labour-market/high-opportunity-occupations,https://www.workbc.ca/labour-market/high-opportunity-occupations,
,"Top Demand Trades",,,,yes,"update URL only",https://www.workbc.ca/research-labour-market/top-demand-trades,https://www.workbc.ca/labour-market/top-demand-trades,
,"B.C. and Regional Profiles",,,,yes,"update URL; update vanity URL","https://www.workbc.ca/research-labour-market/bc-and-regional-profiles,https://www.workbc.ca/regional,https://www.workbc.ca/bcandregional","https://www.workbc.ca/labour-market/bc-and-regional-profiles,https://www.workbc.ca/bcandregional",
,,"British Columbia",,,,"update URL only",https://www.workbc.ca/region-profile/british-columbia,https://www.workbc.ca/region-profile/british-columbia,
,,"North Coast and Nechako",,,,"update URL only",https://www.workbc.ca/region-profile/north-coast-and-nechako,https://www.workbc.ca/region-profile/north-coast-and-nechako,
,,"Vancouver Island/Coast",,,,"update URL only",https://www.workbc.ca/region-profile/vancouver-islandcoast,https://www.workbc.ca/region-profile/vancouver-islandcoast,
,,Mainland/Southwest,,,,"update URL only",https://www.workbc.ca/region-profile/mainlandsouthwest,https://www.workbc.ca/region-profile/mainlandsouthwest,
,,Northeast,,,,"update URL only",https://www.workbc.ca/region-profile/northeast,https://www.workbc.ca/region-profile/northeast,
,,Cariboo,,,,"update URL only",https://www.workbc.ca/region-profile/cariboo,https://www.workbc.ca/region-profile/cariboo,
,,Thompson-Okanagan,,,,"update URL only",https://www.workbc.ca/region-profile/thompson-okanagan,https://www.workbc.ca/region-profile/thompson-okanagan,
,,Kootenay,,,,"update URL only",https://www.workbc.ca/region-profile/kootenay,https://www.workbc.ca/region-profile/kootenay,
,"B.C.'s Industries and Sectors",,,,yes,"update URL; update vanity URLs","https://www.workbc.ca/research-labour-market/bcs-industries-and-sectors,https://www.workbc.ca/Labour-Market-Industry/Industry-and-Sector-Information/Industry-and-Sector-Outlooks.aspx,https://www.workbc.ca/industry,https://www.workbc.ca/sector","https://www.workbc.ca/labour-market/bcs-industries-and-sectors,https://www.workbc.ca/industry,https://www.workbc.ca/sector",
,,"Industry Profiles",,,,"update URL; update vanity URL","https://www.workbc.ca/research-labour-market/bcs-industries-and-sectors/industry-profiles,https://www.workbc.ca/industryprofiles","https://www.workbc.ca/labour-market/bcs-industries-and-sectors/industry-profiles,https://www.workbc.ca/industryprofiles",
,,,,,,,,,
"For Employers and Industry",,,,,yes,"update name & URL, REMOVE LP","https://www.workbc.ca/access-employer-resources,https://www.workbc.ca/employer,https://www.workbc.ca/employers",REMOVE,"Access Employer Resources"
,"Hire Employees",,,,yes,"update URL; update vanity URLS",https://www.workbc.ca/access-employer-resources/hire-employees,"https://www.workbc.ca/employers-industry/hire-employees,https://www.workbc.ca/employer,https://www.workbc.ca/employers",
,,"Find Workers",,,,"update URL; update vanity URL","https://www.workbc.ca/access-employer-resources/hire-employees/find-workers,https://www.workbc.ca/postjobs","https://www.workbc.ca/employers-industry/hire-employees/find-workers,https://www.workbc.ca/postjobs",
,,,"Frequently Asked Questions for Employers",,,"update URL only",https://www.workbc.ca/access-employer-resources/hire-employees/find-workers/frequently-asked-questions-employers,https://www.workbc.ca/employers-industry/hire-employees/find-workers/frequently-asked-questions-employers,
,,"Create an Inclusive Workplace",,,,"update URL, update vanity URL",https://www.workbc.ca/access-employer-resources/hire-employees/create-inclusive-workplace,"https://www.workbc.ca/employers-industry/hire-employees/create-inclusive-workplace,https://www.workbc.ca/employdiversity",
,,"Apprentices, Reservists, Co-op Students and Temporary Foreign Workers",,,,"update URL only",https://www.workbc.ca/access-employer-resources/hire-employees/apprentices-reservists-co-op-students-and-temporary,https://www.workbc.ca/employers-industry/hire-employees/apprentices-reservists-co-op-students-and-temporary,
,,"Wage Subsidy ",,,,"move IA, update URL ",https://www.workbc.ca/access-employer-resources/wage-subsidy-program,https://www.workbc.ca/employers-industry/wage-subsidy,
,"Train Employees",,,,yes,"update name & URL",https://www.workbc.ca/access-employer-resources/manage-employees,https://www.workbc.ca/employers-industry/train-employees,"Manage Employees"
,,"Skills Training",,,,"update URL only",https://www.workbc.ca/access-employer-resources/manage-employees/skills-training,https://www.workbc.ca/employers-industry/train-employees/skills-training,
,,,"Skills for Success and Literacy",,,"update URL only",https://www.workbc.ca/access-employer-resources/manage-employees/skills-training/skills-success-and-literacy,https://www.workbc.ca/employers-industry/train-employees/skills-training/skills-success-and-literacy,
,,"Support Your Workforce",,,,"update URL only",https://www.workbc.ca/access-employer-resources/manage-employees/support-your-workforce,https://www.workbc.ca/employers-industry/train-employees/support-your-workforce,
,,"Workplace Rights",,,,"update URL only",https://www.workbc.ca/access-employer-resources/manage-employees/workplace-rights,https://www.workbc.ca/employers-industry/train-employees/workplace-rights,
,"Manage Your Business",,,,yes,"update URL; update vanity URL","https://www.workbc.ca/access-employer-resources/manage-your-business,https://www.workbc.ca/businessresources","https://www.workbc.ca/employers-industry/manage-your-business,https://www.workbc.ca/businessresources",
